property	categories
P3117	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P3350	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P3519	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P3550	Q19833835,Q19887775,Q21294996,Q18614948,Q18616576,Q19847637
P3717	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P3890	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P218	Q19847637,Q20824104,Q18616576
P219	Q19847637,Q20824104,Q18616576
P220	Q19847637,Q20824104,Q18616576
P221	Q19847637,Q20824104,Q18616576
P239	Q19847637,Q18616576,Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914
P247	Q19847637,Q21451142,Q22981316,Q18616576,Q28104992
P278	Q19847637,Q20824104,Q18616576
P303	Q19847637,Q18616576
P305	Q19847637,Q20824104,Q18616576
P351	Q19847637,Q18616576,Q22988603
P356	Q19847637,Q18616576
P426	Q19847637,Q21264328,Q18616576,Q23069609,Q24041613,Q22984363
P474	Q19847637,Q18616576
P476	Q19847637,Q18616576,Q22984026
P486	Q19847637,Q19887775,Q18616576,Q22988603
P492	Q19847637,Q19887775,Q18616576
P498	Q19847637,Q18616576
P593	Q19847637,Q19887775,Q18616576
P594	Q19847637,Q19887775,Q18616576
P600	Q19847637,Q18616576
P604	Q19847637,Q19887775,Q18616576
P617	Q19847637,Q21264328,Q18616576
P638	Q19847637,Q19887775,Q18616576
P677	Q19847637,Q18616576,Q27642681
P679	Q19847637,Q18616576
P686	Q19847637,Q18616576
P701	Q19847637,Q18616576
P704	Q19847637,Q19887775,Q18616576
P705	Q19847637,Q18616576
P717	Q19847637,Q18616576
P722	Q19847637,Q18616576,Q22984363,Q23310071
P760	Q19847637,Q18616576
P809	Q19847637,Q18616576,Q27642681
P818	Q19847637,Q18616576
P824	Q19847637,Q18616576
P829	Q19847637,Q18616576,Q22988631
P836	Q19847637,Q18616576
P839	Q19847637,Q18616576,Q27525351
P844	Q19847637,Q18616576
P860	Q19847637,Q18616576
P863	Q19847637,Q18616576
P865	Q19847637,Q18616576,Q27525351
P867	Q19847637,Q18616576,Q24043375
P884	Q19847637,Q18616576,Q24041622
P897	Q19847637,Q18616576
P902	Q19847637,Q18616576
P911	Q19847637,Q18616576
P917	Q19847637,Q18616576
P932	Q19847637,Q18616576,Q18618644,Q29548341
P954	Q19847637,Q18616576,Q22984363,Q23310071
P980	Q19847637,Q18616576
P998	Q19847637,Q18616576
P999	Q19847637,Q21451142,Q22981316,Q18616576
P1022	Q19847637,Q18616576,Q24043375
P1052	Q19847637,Q18616576,Q24043375
P1150	Q19847637,Q18616576
P1159	Q19847637,Q18616576
P1183	Q19847637,Q21264328,Q18616576,Q24041622
P1208	Q19847637,Q18616576,Q19833377,Q22965078,Q27525351,Q28146956,Q18614948,Q18618644
P1225	Q19847637,Q18616576
P1230	Q19847637,Q18616576
P1232	Q19847637,Q20824104,Q18616576
P1236	Q19847637,Q18616576,Q22965078,Q18618644,Q27525351
P1243	Q19847637,Q18616576
P1245	Q19847637,Q18616576
P1251	Q19847637,Q20824104,Q18616576
P1252	Q19847637,Q20824104,Q18616576
P1261	Q19847637,Q18616576
P1271	Q19847637,Q18616576
P1275	Q19847637,Q18616576
P1289	Q19847637,Q18616576
P1293	Q19847637,Q18616576
P1297	Q19847637,Q18616576
P1311	Q19847637,Q18616576,Q22964966,Q22984363,Q29446361,Q19829914
P1338	Q19847637,Q18616576
P1394	Q19847637,Q20824104,Q18616576
P1395	Q19847637,Q19887775,Q18616576
P1396	Q19847637,Q20824104,Q18616576
P1402	Q19847637,Q19887775,Q18616576
P1417	Q19847637,Q18616576
P1438	Q19847637,Q18616576
P1461	Q19847637,Q19887775,Q18616576
P1466	Q19847637,Q20824104,Q18616576
P1467	Q19847637,Q20824104,Q18616576
P1468	Q19847637,Q20824104,Q18616576
P1554	Q19847637,Q19887775,Q18616576
P1555	Q19847637,Q18616576
P1565	Q19847637,Q18616576
P1583	Q19847637,Q19887775,Q18616576
P1627	Q19847637,Q20824104,Q18616576
P1651	Q19847637,Q18616576
P1662	Q19847637,Q18616576
P1665	Q19847637,Q18616576,Q21818626,Q22984545,Q27698571
P1666	Q19847637,Q18616576,Q21818626,Q22984545,Q27698571
P1726	Q19847637,Q18616576,Q27918607
P1733	Q19847637,Q18616576,Q21126229,Q22984545,Q28147643,Q18618644,Q22963600
P1738	Q19847637,Q21294996,Q18616576
P1741	Q19847637,Q18616576
P1748	Q19847637,Q19887775,Q18616576
P1751	Q19847637,Q18616576,Q27918607
P1763	Q19847637,Q18616576,Q27525351
P1771	Q19847637,Q21745557,Q18616576,Q22984450,Q18608993,Q18614948
P1798	Q19847637,Q20824104,Q18616576
P1800	Q19847637,Q18616576
P1828	Q19847637,Q18616576
P1837	Q19847637,Q18616576,Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914
P1838	Q19847637,Q18616576
P1839	Q19847637,Q18616576,Q22984475
P1848	Q19847637,Q18616576,Q27642681
P1947	Q19847637,Q18616576,Q27151329,Q27918607
P1966	Q19847637,Q18616576
P2074	Q19847637,Q19887775,Q18616576
P2161	Q19847637,Q20824104,Q18616576
P2192	Q19847637,Q20824104,Q18616576
P2258	Q19847637,Q18616576
P2259	Q19847637,Q21264328,Q18616576
P2272	Q19847637,Q18616576
P2333	Q19847637,Q18616576,Q21745557,Q26235166,Q18608993,Q18614948
P2452	Q19847637,Q18616576
P2455	Q19847637,Q18616576
P2467	Q19847637,Q18616576,Q27642681
P2468	Q19847637,Q18616576,Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914
P2478	Q19847637,Q18616576,Q22964785
P2483	Q19847637,Q21745557,Q18616576,Q22984450,Q18608993,Q18614948
P2484	Q19847637,Q21745557,Q18616576,Q22984450,Q18608993,Q18614948
P2493	Q19847637,Q18616576,Q22984450
P2589	Q19847637,Q18616576
P2590	Q19847637,Q20824104,Q18616576
P2766	Q19847637,Q18616576
P2792	Q19847637,Q18616576,Q22988651
P2796	Q19847637,Q18616576
P2816	Q19847637,Q18616576,Q21126229,Q22984545,Q28147643,Q18618644,Q22963600
P2832	Q19847637,Q22964288,Q18616576,Q18608993
P2856	Q19847637,Q21264328,Q18616576,Q24041622
P2865	Q19847637,Q18616576
P2870	Q19847637,Q18616576,Q22988603
P2871	Q19847637,Q18616576,Q22988603
P2878	Q19847637,Q18616576
P2892	Q19847637,Q19887775,Q18616576
P2938	Q19847637,Q18616576
P2942	Q19847637,Q18616576
P2950	Q19847637,Q18616576
P2965	Q19847637,Q18616576
P2968	Q19847637,Q18616576
P2980	Q19847637,Q18616576,Q22964966,Q23779665,Q28739677,Q19829914,Q22984363
P2981	Q19847637,Q18616576,Q22984363,Q23310071
P2982	Q19847637,Q18616576,Q22984363,Q23310071
P2983	Q19847637,Q18616576,Q22997934,Q18608993,Q29642812
P2984	Q19847637,Q18616576
P2986	Q19847637,Q18616576,Q22984363,Q23069609
P2988	Q19847637,Q18616576
P3003	Q19847637,Q18616576
P3006	Q19847637,Q18616576,Q24041622
P3016	Q19847637,Q18616576
P3034	Q19847637,Q18616576
P3038	Q19847637,Q18616576
P3218	Q19847637,Q18616576
P3219	Q19847637,Q18616576
P3324	Q19847637,Q18616576
P3327	Q19847637,Q18616576,Q27642681
P3329	Q19847637,Q19887775,Q18616576,Q22988603
P3332	Q19847637,Q18616576
P3333	Q19847637,Q18616576
P3378	Q19847637,Q21294996,Q18616576
P3382	Q19847637,Q18616576
P3399	Q19847637,Q18616576,Q22969167
P3401	Q19847637,Q18616576,Q27642681
P3404	Q19847637,Q18616576,Q27659414
P3407	Q19847637,Q21745557,Q18616576,Q22983697,Q18608993,Q18614948
P3453	Q19847637,Q18616576
P3454	Q19847637,Q18616576
P3455	Q19847637,Q18616576
P3456	Q19847637,Q18616576,Q27886949,Q28762481,Q21818626,Q22984545
P3458	Q19847637,Q18616576
P3459	Q19847637,Q18616576
P3462	Q19847637,Q18616576
P3463	Q19847637,Q18616576
P3466	Q19847637,Q18616576
P3467	Q19847637,Q18616576
P3468	Q19847637,Q18616576
P3469	Q19847637,Q18616576,Q21818626,Q28649023,Q28649030,Q27886949,Q28762481,Q22984545
P3471	Q19847637,Q18616576
P3472	Q19847637,Q18616576
P3473	Q19847637,Q18616576
P3475	Q19847637,Q18616576
P3476	Q19847637,Q18616576,Q21818626,Q27886949,Q22984545
P3477	Q19847637,Q18616576
P3481	Q19847637,Q18616576
P3482	Q19847637,Q18616576,Q27659414
P3498	Q19847637,Q18616576,Q27642681
P3509	Q19847637,Q18616576
P3511	Q19847637,Q18616576,Q27525351
P3562	Q19847637,Q18616576,Q22964966,Q23779665,Q28739677,Q19829914,Q22984363
P3563	Q19847637,Q18616576,Q22964966,Q23779665,Q28739677,Q19829914,Q22984363
P3569	Q19847637,Q18616576
P3594	Q19847637,Q18616576
P3599	Q19847637,Q18616576
P3601	Q19847637,Q18616576,Q22964966,Q23779665,Q28739677,Q19829914,Q22984363
P3611	Q19847637,Q18616576
P3612	Q19847637,Q18616576
P3613	Q19847637,Q18616576,Q27642681
P3614	Q19847637,Q18616576
P3632	Q19847637,Q18616576
P3633	Q19847637,Q18616576
P3638	Q19847637,Q18616576
P3801	Q19847637,Q18616576
P3904	Q19847637,Q18616576,Q23038310
P3993	Q19847637,Q18616576,Q22964966,Q23779665,Q28739677,Q19829914,Q22984363
P4038	Q19847637,Q18616576,Q22964966,Q23779665,Q28739677,Q19829914,Q22984363
P4055	Q19847637,Q18616576,Q22964966,Q23779665,Q28739677,Q19829914,Q22984363
P4079	Q19847637,Q18616576,Q22964966,Q19829914
P783	Q19858569,Q18609040,Q22988603,Q18616576
P784	Q19858569,Q18609040,Q22988603,Q18616576
P785	Q19858569,Q18609040,Q22988603,Q18616576
P786	Q19858569,Q18609040,Q22988603,Q18616576
P787	Q19858569,Q18609040,Q22988603,Q18616576
P788	Q19858569,Q18609040,Q22988603,Q18616576
P789	Q19858569,Q18609040,Q23038310,Q18616576,Q22988603
P493	Q19887775,Q18616576
P494	Q19887775,Q18616576
P557	Q19887775,Q18616576
P563	Q19887775,Q18616576
P636	Q19887775,Q18616576
P637	Q19887775,Q18616576
P639	Q19887775,Q18616576
P653	Q19887775,Q18616576
P663	Q19887775,Q18616576
P667	Q19887775,Q18616576
P668	Q19887775,Q18616576
P672	Q19887775,Q18616576
P673	Q19887775,Q18616576
P688	Q19887775,Q18616576
P689	Q19887775,Q18616576
P696	Q19887775,Q18616576
P698	Q19887775,Q18616576
P699	Q19887775,Q18616576
P702	Q19887775,Q18616576
P769	Q19887775,Q18616576
P780	Q19887775,Q18616576
P923	Q19887775,Q18616576
P924	Q19887775,Q18616576
P925	Q19887775,Q18616576
P926	Q19887775,Q18616576
P927	Q19887775,Q18616576
P928	Q19887775,Q18616576
P970	Q19887775,Q18616576
P1057	Q19887775,Q18616576
P1060	Q19887775,Q18616576
P1193	Q19887775,Q18616576,Q22984494
P1199	Q19887775,Q18616576
P1323	Q19887775,Q18616576
P1550	Q19887775,Q18616576
P1603	Q19887775,Q18616576
P1604	Q19887775,Q18616576
P1605	Q19887775,Q18616576
P1606	Q19887775,Q18616576
P1660	Q19887775,Q18616576
P1690	Q19887775,Q18616576
P1691	Q19887775,Q18616576
P1692	Q19887775,Q18616576
P1693	Q19887775,Q18616576
P1694	Q19887775,Q18616576
P1909	Q19887775,Q18616576
P1917	Q19887775,Q18616576
P1924	Q19887775,Q18616576
P1925	Q19887775,Q18616576
P1929	Q19887775,Q18616576
P1930	Q19887775,Q18616576
P1995	Q19887775,Q18616576
P2175	Q19887775,Q18616576
P2176	Q19887775,Q18616576
P2239	Q19887775,Q18616576
P2275	Q19887775,Q21294996,Q18616576
P2286	Q19887775,Q18616576
P2288	Q19887775,Q18616576
P2289	Q19887775,Q18616576
P2293	Q19887775,Q18616576
P2329	Q19887775,Q18616576
P2646	Q19887775,Q18616576
P2710	Q19887775,Q21077852,Q21294996,Q18616576
P2712	Q19887775,Q21077852,Q21294996,Q18616576
P2717	Q19887775,Q21077852,Q21294996,Q18616576
P2718	Q19887775,Q21077852,Q21294996,Q18616576
P2841	Q19887775,Q18616576
P2844	Q19887775,Q18616576
P2854	Q19887775,Q18616576
P3094	Q19887775,Q18616576,Q28326461
P3189	Q19887775,Q18616576
P3190	Q19887775,Q18616576
P3261	Q19887775,Q18616576
P3262	Q19887775,Q18616576
P3291	Q19887775,Q18616576
P3292	Q19887775,Q18616576
P3310	Q19887775,Q18616576
P3331	Q19887775,Q18616576,Q22988603
P3345	Q19887775,Q21294996,Q18616576
P3354	Q19887775,Q18616576
P3355	Q19887775,Q18616576
P3356	Q19887775,Q18616576
P3357	Q19887775,Q18616576
P3358	Q19887775,Q18616576
P3359	Q19887775,Q18616576
P3457	Q19887775,Q18616576
P3464	Q19887775,Q18616576
P3489	Q19887775,Q18616576
P3490	Q19887775,Q18616576,Q22988603
P3491	Q19887775,Q18616576,Q22988603
P3492	Q19887775,Q18616576
P3493	Q19887775,Q22984026,Q18616576
P3637	Q19887775,Q18616576
P3640	Q19887775,Q18616576
P3841	Q19887775,Q18616576
P3982	Q19887775,Q18616576
P4044	Q19887775,Q18616576
P1942	Q20085670,Q21099935,Q19643892,Q18616084,Q18616576
P2001	Q20085670,Q21099935,Q19643892,Q18616084,Q18616576
P282	Q20824104,Q18616576
P1018	Q20824104,Q18616576
P1098	Q20824104,Q21027105,Q18616576,Q22984494
P1999	Q20824104,Q18616576
P2587	Q20824104,Q18616576
P2591	Q20824104,Q18616576
P2989	Q20824104,Q18616576
P3103	Q20824104,Q18616576
P3161	Q20824104,Q18616576
P3823	Q20824104,Q18616576
P3969	Q20824104,Q18616576
P1090	Q21027105,Q21451142,Q22981316,Q18616576
P1104	Q21027105,Q18616576,Q18618644,Q27918607,Q29546443,Q29561722,Q29546563
P1538	Q21027105,Q18616576,Q22984494
P2790	Q21027105,Q22984363,Q18616576
P2803	Q21027105,Q18616576
P2837	Q21027105,Q18616576
P2993	Q21027105,Q21294996,Q18616576
P111	Q21077852,Q18616576
P795	Q21077852,Q18616576
P873	Q21077852,Q18616576
P1117	Q21077852,Q21294996,Q18616576
P1122	Q21077852,Q18616576
P1123	Q21077852,Q18616576
P1126	Q21077852,Q18616576
P3041	Q21077852,Q18616576
P3070	Q21077852,Q21294996,Q18616576
P3071	Q21077852,Q21294996,Q18616576
P3078	Q21077852,Q21294996,Q18616576
P3157	Q21077852,Q22964785,Q18616576
P3251	Q21077852,Q18616576
P3252	Q21077852,Q18616576
P3253	Q21077852,Q18616576
P3792	Q21077852,Q18616576
P4036	Q21077852,Q18616576
P215	Q21099935,Q21451142,Q22981316,Q18616576
P246	Q21099935,Q21294996,Q18616576
P274	Q21099935,Q21294996,Q18616576
P304	Q21099935,Q18616576
P348	Q21099935,Q21126229,Q22963600,Q18616576,Q18618644
P393	Q21099935,Q22964785,Q18616576,Q18618644,Q27918607,Q29546443,Q29561722
P416	Q21099935,Q18616576
P433	Q21099935,Q18616576,Q29575308
P465	Q21099935,Q22964093,Q18616576
P478	Q21099935,Q18616576,Q29575308
P487	Q21099935,Q18616576
P555	Q21099935,Q18616576,Q21818626,Q27886949,Q18608871,Q28106456,Q22984545
P558	Q21099935,Q18616576
P564	Q21099935,Q18616576,Q21818626,Q27886949,Q18608871,Q28106456,Q22984545
P644	Q21099935,Q22988603,Q18616576
P645	Q21099935,Q22988603,Q18616576
P728	Q21099935,Q18616576
P792	Q21099935,Q18616576,Q29575308
P877	Q21099935,Q18616576
P898	Q21099935,Q18616576
P958	Q21099935,Q18616576,Q29575308
P993	Q21099935,Q18616576
P994	Q21099935,Q18616576
P995	Q21099935,Q18616576
P1618	Q21099935,Q18616576,Q21818626,Q18608871,Q28106456,Q22984545
P1673	Q21099935,Q18616576
P1993	Q21099935,Q18616576
P2859	Q21099935,Q18616576,Q29887391
P3228	Q21099935,Q18616576,Q22988631
P3625	Q21099935,Q18616576,Q29887391
P3721	Q21099935,Q18616576
P3903	Q21099935,Q18616576,Q29575308
P123	Q21126229,Q22963600,Q18618644,Q18616576,Q27918607,Q29546443,Q29561722
P277	Q21126229,Q22963600,Q18618644,Q18616576
P306	Q21126229,Q22963600,Q18618644,Q18616576
P400	Q21126229,Q22963600,Q18618644,Q18616576
P408	Q21126229,Q22963600,Q18618644,Q18616576
P479	Q21126229,Q22963600,Q18618644,Q18616576
P751	Q21126229,Q22963600,Q18618644,Q18616576
P756	Q21126229,Q22963600,Q18618644,Q18616576
P943	Q21126229,Q22963600,Q18618644,Q18616576
P1032	Q21126229,Q22963600,Q18618644,Q18616576
P1072	Q21126229,Q22963600,Q18618644,Q18616576
P1073	Q21126229,Q22963600,Q18618644,Q18616576
P1324	Q21126229,Q22963600,Q18618644,Q18616576
P1372	Q21126229,Q22963600,Q18618644,Q18616576
P1414	Q21126229,Q22963600,Q18618644,Q18616576
P1547	Q21126229,Q22963600,Q18618644,Q18616576
P1845	Q21126229,Q21264328,Q22963600,Q18618644,Q18616576
P2078	Q21126229,Q22963600,Q18618644,Q18616576
P2379	Q21126229,Q22963600,Q18618644,Q18616576
P2537	Q21126229,Q22963600,Q18618644,Q18616576
P2572	Q21126229,Q22963600,Q18618644,Q18616576,Q18608993,Q30041186
P2599	Q21126229,Q22963600,Q18618644,Q18616576
P2992	Q21126229,Q22963600,Q18618644,Q18616576
P1127	Q21077852,Q18616576
P1295	Q21077852,Q18616576
P2043	Q21077852,Q18616576
P2044	Q21077852,Q18616576
P2048	Q21077852,Q18616576
P2049	Q21077852,Q18616576
P2050	Q21077852,Q18616576
P2051	Q21077852,Q18616576
P2052	Q21077852,Q18616576
P2053	Q21077852,Q18616576,Q22988651,Q24041622
P2054	Q21077852,Q21294996,Q18616576
P2055	Q21077852,Q21294996,Q18616576
P2056	Q21077852,Q18616576
P2060	Q21077852,Q18616576
P2066	Q21077852,Q18616576
P2067	Q21077852,Q18616576
P2068	Q21077852,Q21294996,Q18616576
P2069	Q21077852,Q18616576
P2073	Q21077852,Q22963600,Q18616576
P2075	Q21077852,Q18616576
P2077	Q21077852,Q18616576
P2101	Q21077852,Q21294996,Q18616576
P2102	Q21077852,Q21294996,Q18616576
P2107	Q21077852,Q21294996,Q18616576
P2112	Q21077852,Q22963600,Q18616576,Q23069609,Q24041613,Q22984363
P2113	Q21077852,Q21294996,Q18616576
P2114	Q21077852,Q18616576
P2116	Q21077852,Q18616576
P2117	Q21077852,Q18616576
P2118	Q21077852,Q18616576
P2119	Q21077852,Q18616576
P2120	Q21077852,Q18616576
P2128	Q21077852,Q18616576
P2129	Q21077852,Q21294996,Q18616576
P2144	Q21077852,Q18616576
P2145	Q21077852,Q18616576
P2149	Q21077852,Q22969262,Q18616576,Q22963600
P2150	Q21077852,Q22969262,Q18616576,Q22963600
P2151	Q21077852,Q18616576
P2154	Q21077852,Q18616576
P2160	Q21077852,Q18616576
P2177	Q21077852,Q18616576
P2199	Q21077852,Q18616576
P2202	Q21077852,Q18616576
P2211	Q21077852,Q21451142,Q22981316,Q18616576
P2216	Q21077852,Q21451142,Q22981316,Q18616576
P2217	Q21077852,Q18616576
P2227	Q21077852,Q18616576
P2228	Q21077852,Q18616576
P2229	Q21077852,Q18616576
P2230	Q21077852,Q18616576
P2231	Q21077852,Q18616576
P2233	Q21077852,Q18616576
P2234	Q21077852,Q18616576
P2248	Q21077852,Q21451142,Q22981316,Q18616576
P2254	Q21077852,Q18616576
P2260	Q21077852,Q18616576
P2261	Q21077852,Q18616576,Q22984363,Q23779665
P2262	Q21077852,Q18616576,Q22984363,Q23779665
P2300	Q21077852,Q21294996,Q18616576
P2362	Q21077852,Q18616576
P2370	Q21077852,Q18616576
P2386	Q21077852,Q18616576
P2404	Q21077852,Q21294996,Q18616576
P2430	Q21077852,Q18616576
P2442	Q21077852,Q18616576
P2527	Q21077852,Q18616576,Q22988651
P2528	Q21077852,Q18616576,Q22988651
P2532	Q21077852,Q22969167,Q18616576
P2542	Q21077852,Q18616576,Q22988603,Q23038310
P2547	Q21077852,Q22964093,Q18616576
P2565	Q21077852,Q22969167,Q18616576
P2645	Q21077852,Q18616576
P2784	Q21077852,Q18616576,Q22988651
P2791	Q21077852,Q18616576
P2793	Q21077852,Q18616576,Q22984363,Q23779665,Q22964966,Q29446361,Q19829914
P2797	Q21077852,Q18616576
P2806	Q21077852,Q18616576
P2807	Q21077852,Q18616576
P2808	Q21077852,Q18616576
P2923	Q21077852,Q18616576,Q22964966,Q23779665,Q28739677,Q19829914,Q22984363
P2957	Q21077852,Q22963600,Q22984363,Q18616576
P3013	Q21077852,Q18616576
P3020	Q21077852,Q18616576
P3039	Q21077852,Q18616576,Q22984363,Q23069616
P3033	Q21126229,Q22963600,Q18618644,Q18616576
P3374	Q21126229,Q22963600,Q18618644,Q18616576
P3418	Q21126229,Q22963600,Q18618644,Q18616576
P3442	Q21126229,Q22963600,Q18618644,Q18616576
P3499	Q21126229,Q22963600,Q18618644,Q18616576
P3575	Q21126229,Q22963600,Q18618644,Q18616576
P3597	Q21126229,Q22963600,Q18618644,Q18616576
P3861	Q21126229,Q22963600,Q18618644,Q18616576
P3966	Q21126229,Q22963600,Q18618644,Q18616576
P4043	Q21126229,Q22963600,Q18618644,Q18616576
P212	Q21264328,Q18616576,Q19847637,Q19833377,Q27038669,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644
P249	Q21264328,Q22964476,Q18616576,Q21451178,Q18608993
P296	Q21264328,Q22984363,Q18616576,Q23310071
P395	Q21264328,Q18616576
P473	Q21264328,Q18616576
P529	Q21264328,Q22984363,Q18616576,Q23069609
P798	Q21264328,Q18616576
P879	Q21264328,Q18616576,Q22984363,Q23779665
P946	Q21264328,Q18616576,Q19847637,Q27038669
P957	Q21264328,Q18616576,Q19847637,Q19833377,Q27038669,Q27918607,Q29546443,Q29547399,Q29561722,Q18614948,Q18618644
P1031	Q21264328,Q22984026,Q18616576
P1671	Q21264328,Q22984363,Q18616576
P1685	Q21264328,Q18616576,Q22984512,Q29963999,Q18618644
P1824	Q21264328,Q22984363,Q18616576,Q23069616
P2009	Q21264328,Q18616576,Q27151329,Q27918607
P2010	Q21264328,Q18616576,Q27151329,Q27918607
P2598	Q21264328,Q18616576
P556	Q21294996,Q18616576
P660	Q21294996,Q18616576
P700	Q21294996,Q22984363,Q18616576
P874	Q21294996,Q22984363,Q18616576
P875	Q21294996,Q18616576
P876	Q21294996,Q22984363,Q18616576
P940	Q21294996,Q18616576
P1033	Q21294996,Q18616576
P1086	Q21294996,Q18616576
P1108	Q21294996,Q18616576
P1121	Q21294996,Q18616576
P1148	Q21294996,Q18616576
P1579	Q21294996,Q18616576
P2203	Q21294996,Q18616576
P2204	Q21294996,Q18616576
P2224	Q21294996,Q21451142,Q22981316,Q18616576
P2240	Q21294996,Q18616576
P2374	Q21294996,Q18616576
P2414	Q21294996,Q18616576
P2658	Q21294996,Q18616576,Q23038310
P2665	Q21294996,Q18616576,Q23038310,Q24710760
P3364	Q21294996,Q18616576
P3771	Q21294996,Q18616576
P3772	Q21294996,Q18616576
P3773	Q21294996,Q18616576
P3774	Q21294996,Q18616576
P3775	Q21294996,Q18616576
P3776	Q21294996,Q18616576
P3777	Q21294996,Q18616576
P3778	Q21294996,Q18616576
P3779	Q21294996,Q18616576
P3780	Q21294996,Q18616576
P3781	Q21294996,Q18616576
P3978	Q21294996,Q18616576
P59	Q21451142,Q22981316,Q18616576
P196	Q21451142,Q22981316,Q18616576
P223	Q21451142,Q22981316,Q18616576
P397	Q21451142,Q22981316,Q18616576
P398	Q21451142,Q22981316,Q18616576
P399	Q21451142,Q22981316,Q18616576
P490	Q21451142,Q22981316,Q18616576
P522	Q21451142,Q22981316,Q18616576,Q28104992
P716	Q21451142,Q22981316,Q18616576
P720	Q21451142,Q22981316,Q18616576
P744	Q21451142,Q22981316,Q18616576
P881	Q21451142,Q22981316,Q18616576
P1016	Q21451142,Q22981316,Q18616576
P1046	Q21451142,Q22981316,Q18616576
P1096	Q21451142,Q22981316,Q18616576
P1145	Q21451142,Q22981316,Q18616576
P1215	Q21451142,Q22981316,Q18616576
P1227	Q21451142,Q22981316,Q18616576
P1457	Q21451142,Q22981316,Q18616576
P1458	Q21451142,Q22981316,Q18616576
P2045	Q21451142,Q22981316,Q18616576
P2146	Q21451142,Q22981316,Q18616576,Q28104992
P2147	Q21451142,Q22981316,Q18616576
P2213	Q21451142,Q22981316,Q18616576
P2214	Q21451142,Q22981316,Q18616576
P2215	Q21451142,Q22981316,Q18616576
P2221	Q21451142,Q22981316,Q18616576
P2243	Q21451142,Q22981316,Q18616576,Q28104992
P2244	Q21451142,Q22981316,Q18616576,Q28104992
P2325	Q21451142,Q22981316,Q18616576
P2956	Q21451142,Q22981316,Q18616576
P3592	Q21451142,Q22981316,Q18616576
P38	Q21451178,Q18616576
P489	Q21451178,Q18616576
P562	Q21451178,Q18616576
P1081	Q21451178,Q18616576
P1092	Q21451178,Q18616576
P1125	Q21451178,Q18616576
P1198	Q21451178,Q18616576
P1279	Q21451178,Q18616576
P1304	Q21451178,Q18616576,Q22997934
P1689	Q21451178,Q18616576,Q24710760
P1716	Q21451178,Q18616576
P1951	Q21451178,Q18616576
P2138	Q21451178,Q18616576
P2140	Q21451178,Q18616576
P2141	Q21451178,Q18616576
P2197	Q21451178,Q18616576
P2219	Q21451178,Q18616576
P2220	Q21451178,Q18616576
P2226	Q21451178,Q18616576
P2232	Q21451178,Q18616576
P2284	Q21451178,Q18616576
P2292	Q21451178,Q18616576
P2295	Q21451178,Q18616576
P2296	Q21451178,Q18616576
P2297	Q21451178,Q18616576
P2402	Q21451178,Q18616576
P2403	Q21451178,Q18616576
P2555	Q21451178,Q18616576,Q24262056,Q24239898
P2630	Q21451178,Q22964785,Q18616576,Q28100241
P2661	Q21451178,Q18616576
P2662	Q21451178,Q18616576
P2663	Q21451178,Q18616576
P2664	Q21451178,Q18616576
P2746	Q21451178,Q18616576
P2769	Q21451178,Q18616576
P2771	Q21451178,Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2834	Q21451178,Q18616576,Q24710760
P2855	Q21451178,Q18616576,Q24710760
P3529	Q21451178,Q18616576
P3618	Q21451178,Q18616576
P3679	Q21451178,Q18616576
P3744	Q21451178,Q18616576
P2302	Q21504947,Q22582645,Q18616576
P229	Q21745557,Q18616576,Q22964357,Q23069609,Q18608993,Q18614948,Q19847637,Q22984363
P230	Q21745557,Q18616576,Q22964357,Q23069609,Q18608993,Q18614948,Q19847637,Q22984363
P539	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P966	Q21745557,Q18616576,Q18608993,Q18614948,Q24075706,Q27525351,Q19847637
P1155	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P1156	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P1167	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P1241	Q21745557,Q18616576,Q21818626,Q18608993,Q18614948,Q23661205,Q19847637,Q22984545
P1278	Q21745557,Q18616576,Q22964476,Q21451178,Q18608993,Q18614948,Q19847637
P1320	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P1386	Q21745557,Q18616576,Q22984450,Q18608993,Q18614948,Q19847637
P1616	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P1870	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P1905	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P1919	Q21745557,Q18616576,Q22984450,Q18608993,Q18614948,Q19847637
P1952	Q21745557,Q18616576,Q18608993,Q18614948,Q27525351,Q19847637
