property	categories
P3191	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3192	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q19833377,Q22965078,Q27525351,Q28146956,Q18618644
P3204	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3207	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P3217	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3226	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3229	Q19595382,Q18608871,Q18614948,Q18616576,Q22984475,Q19847637
P3231	Q19595382,Q19833377,Q18608871,Q18614948,Q18616576,Q18618644,Q19847637
P3232	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3233	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3237	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984450,Q27870307
P3258	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P3269	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27151329,Q27918607
P3276	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P3277	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P3280	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P3281	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q22984475,Q19847637,Q18608993
P3283	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P3284	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3286	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q27886949,Q22984545
P3290	Q19595382,Q18608871,Q18614948,Q18616576,Q22984475,Q19847637
P3297	Q19595382,Q18608871,Q18614948,Q18616576,Q22984475,Q19847637
P3298	Q19595382,Q18608871,Q18614948,Q18616576,Q22984475,Q19847637
P3299	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984450,Q27870307
P3305	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3307	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P3314	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q22984545,Q27698571
P3315	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q22984545,Q27698571
P3316	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q22984545,Q27698571
P3325	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984450,Q27870307
P3330	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27659414
P3339	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P3341	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3344	Q19595382,Q18608871,Q18614948,Q18616576,Q22984475,Q19847637
P3346	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3351	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3360	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3361	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3363	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27886949,Q28762481,Q21818626,Q22984545
P3366	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3372	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P3379	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27659414
P3385	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28606291,Q22984545
P3388	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3389	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3391	Q19595382,Q18608871,Q18614948,Q18616576,Q22984475,Q19847637
P3392	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3397	Q19595382,Q18608871,Q18614948,Q18616576,Q22983697,Q19847637
P3408	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P3409	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3410	Q19595382,Q18608871,Q18614948,Q18616576,Q22983697,Q19847637
P3411	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3413	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3421	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P3427	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3429	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P3430	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P3435	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P3436	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P3445	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q19833377,Q22964274,Q22965162,Q27531381,Q29542094,Q18618644
P3446	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3478	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P3495	Q19595382,Q19833377,Q18608871,Q18614948,Q18616576,Q18618644,Q19847637,Q22964274,Q22965162,Q27531381,Q29542094
P3520	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q30225619,Q22984545
P3521	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648966,Q22984545
P3522	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28600002,Q28649019,Q21818626,Q22984545
P3535	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648966,Q22984545
P3537	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P3541	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28649017,Q22984545
P3542	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28549561,Q22984545
P3544	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P3547	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3554	Q19595382,Q18608871,Q18614948,Q18616576,Q22984545,Q19847637
P3556	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P3557	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P3558	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q22984545,Q27698571
P3560	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648960,Q22984545
P3561	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648960,Q22984545
P3564	Q19595382,Q18608871,Q18614948,Q18616576,Q22984545,Q19847637
P3565	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P3566	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648960,Q22984545
P3567	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28600002,Q28649019,Q21818626,Q22984545
P3568	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648966,Q22984545
P3571	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28649017,Q22984545
P3573	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3574	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28649017,Q22984545
P3576	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3577	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3581	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648960,Q22984545
P3582	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648966,Q22984545
P3584	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3585	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3588	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28549561,Q28649023,Q28649030,Q22984545
P3595	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3598	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28600002,Q28649019,Q21818626,Q22984545
P3603	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27918607
P3604	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3605	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3619	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P3620	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q27886949,Q22984545
P3621	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3622	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P3623	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q27886949,Q22984545
P3630	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3644	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28878279,Q22984545
P3645	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28878279,Q22984545
P3646	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28549561,Q22984545
P3647	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28549561,Q22984545
P3649	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3651	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28600002,Q28649019,Q21818626,Q22984545
P3652	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28600002,Q28649019,Q21818626,Q22984545
P3653	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3654	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q22984545,Q27698571
P3655	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3656	Q19595382,Q18608871,Q18614948,Q18616576,Q22984545,Q19847637
P3657	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3658	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3659	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3660	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3661	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3662	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3663	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3664	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3665	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3666	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28878279,Q22984545
P3667	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3668	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3669	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P3670	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27886949,Q28762481,Q21818626,Q22984545
P3671	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3672	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3674	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27525351
P3677	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3678	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28878279,Q22984545
P3681	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3682	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P3683	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3684	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q29868164,Q22984545
P3685	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28549561,Q22984545
P3686	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648960,Q22984545
P3687	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28600002,Q28649019,Q21818626,Q22984545
P3688	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P3689	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P3690	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3691	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P3693	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P3694	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P3695	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P3696	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28549561,Q22984545
P3697	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648960,Q22984545
P3698	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27886949,Q28762481,Q21818626,Q22984545
P3699	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3700	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3703	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q22964274,Q19847637,Q18608993,Q27531381
P3706	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3708	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3718	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3725	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3726	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3733	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27525351
P3742	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3745	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28878279,Q22984545
P3747	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3748	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q23661205,Q22984545
P3760	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P3762	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3765	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3766	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3767	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3769	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28878279,Q22984545
P3782	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P3786	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3791	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3799	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28549561,Q22984545
P3800	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28549561,Q22984545
P3807	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3812	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27659414
P3814	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27659414
P3821	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381,Q19833377,Q22965162,Q29542094,Q18618644
P3826	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28878279,Q22984545
P3829	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3830	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3835	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3836	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q18608993,Q30041186
P3839	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27525351
P3843	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3846	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3848	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28878279,Q22984545
P3857	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3862	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3867	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637,Q27698571
P3869	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3874	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3881	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3882	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28649023,Q28649030,Q28772038,Q22984545
P3883	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3884	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3887	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3888	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P3892	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3897	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648966,Q28649023,Q28649030,Q22984545
P3900	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3901	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P3906	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381,Q19833377,Q22965162,Q29542094,Q18618644
P3908	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q23661205,Q19847637,Q22984545
P3910	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3913	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21126229,Q22984545,Q28147643,Q18618644,Q22963600
P3915	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3923	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3924	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28649023,Q28649030,Q28772038,Q22984545
P3925	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3926	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P3927	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q29868164,Q22984545
P3928	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q29868164,Q22984545
P3930	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q29868164,Q22984545
P3932	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3933	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381,Q19833377,Q22965162,Q29542094,Q18618644
P3935	Q19595382,Q18608871,Q18614948,Q18616576,Q22984475,Q19847637
P3936	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q23661205,Q19847637,Q22984545
P3940	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637,Q27698571
P3942	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q23660994,Q19847637,Q22984545
P3945	Q19595382,Q19887775,Q18608871,Q18614948,Q18616576,Q19847637
P3946	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3948	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3952	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27525351
P3953	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648966,Q28649023,Q28649030,Q22984545
P3954	Q19595382,Q18608871,Q18614948,Q18616576,Q22984475,Q19847637
P3955	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3956	Q19595382,Q19887775,Q18608871,Q18614948,Q18616576,Q19847637
P3957	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28549561,Q22984545
P3960	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3965	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P3971	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3980	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3981	Q19595382,Q18608871,Q18614948,Q18616576,Q22983697,Q19847637
P3988	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P3995	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381,Q19833377,Q22965162,Q29542094,Q18618644
P3997	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27525351
P4012	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P4013	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P4015	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P4016	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P4017	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P4019	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q23661205,Q19847637,Q22984545
P4023	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q23661205,Q19847637,Q22984545
P4025	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P4026	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P4033	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P4034	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P4039	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P4042	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P4048	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q23661205,Q19847637,Q22984545
P4050	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4053	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4054	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4056	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4060	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4061	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4062	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4063	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4065	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4066	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4067	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4068	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4069	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P4071	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P4074	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P4076	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q29868164,Q22984545
P4077	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q19833377,Q22965078,Q27525351,Q28146956,Q18618644
P4081	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P4084	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381,Q27918607,Q29561722
Q30570134	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P138	Q19643892,Q18616576
P1448	Q19643892,Q18616576
P1533	Q19643892,Q18616576
P1705	Q19643892,Q18616576,Q24262056,Q24239898
P1813	Q19643892,Q18616576
P1814	Q19643892,Q20085670,Q21099935,Q18616576,Q18616084
P1888	Q19643892,Q18616576
P2562	Q19643892,Q18616576,Q28649030
P2976	Q19643892,Q18616576
P3484	Q19643892,Q18616576
P1628	Q19820110,Q22582645,Q18616576,Q28100549,Q30249126
P1629	Q19820110,Q22582645,Q18616576
P1630	Q19820110,Q21099935,Q22582645,Q18616576
P1646	Q19820110,Q22582645,Q18616576
P1647	Q19820110,Q22582645,Q18616576
P1659	Q19820110,Q22582645,Q18616576
P1793	Q19820110,Q21099935,Q22582645,Q21504947,Q18616576
P1855	Q19820110,Q22582645,Q18616576
P1896	Q19820110,Q22582645,Q18616576
P1921	Q19820110,Q21099935,Q22582645,Q18616576
P1963	Q19820110,Q22582645,Q18616576
P2235	Q19820110,Q22582645,Q18616576,Q28100549,Q30249126
P2236	Q19820110,Q22582645,Q18616576,Q28100549,Q30249126
P2237	Q19820110,Q21077852,Q22582645,Q18616576
P2271	Q19820110,Q22582645,Q18616576
P2429	Q19820110,Q22582645,Q18616576
P2559	Q19820110,Q22582645,Q18616576
P2668	Q19820110,Q22582645,Q18616576
P2720	Q19820110,Q21099935,Q22582645,Q18616576
P2875	Q19820110,Q22582645,Q18616576
